"gene_id","gene_name","gene_type","Individuals","Tissue","Residual","n.isoforms"
"ENSG00000115657.7","ABCB6","protein_coding",0.10051082,0.080660818,0.818828362,15
"ENSG00000115661.9","STK16","protein_coding",0.075043394,0.146013356,0.77894325,13
"ENSG00000115677.12","HDLBP","protein_coding",0.102722738,0.128802071,0.768475191,47
"ENSG00000115685.10","PPP1R7","protein_coding",0.102001422,0.117196243,0.780802335,20
"ENSG00000115687.9","PASK","protein_coding",0.093336114,0.133749004,0.772914882,16
"ENSG00000115694.9","STK25","protein_coding",0.093595666,0.106029235,0.800375099,36
"ENSG00000115738.5","ID2","protein_coding",0.122679686,0.069782713,0.807537601,4
"ENSG00000115750.10","TAF1B","protein_coding",0.103311447,0.078559576,0.818128977,11
"ENSG00000115756.8","HPCAL1","protein_coding",0.112910062,0.109173563,0.777916375,5
"ENSG00000115758.7","ODC1","protein_coding",0.113020302,0.093098129,0.793881569,5
"ENSG00000115760.9","BIRC6","protein_coding",0.091033489,0.183375924,0.725590587,12
"ENSG00000115761.11","NOL10","protein_coding",0.117730686,0.094141391,0.788127923,6
"ENSG00000115762.12","PLEKHB2","protein_coding",0.100247112,0.094633526,0.805119362,12
"ENSG00000115806.8","GORASP2","protein_coding",0.096185352,0.152876366,0.750938282,12
"ENSG00000115808.6","STRN","protein_coding",0.082353967,0.18418131,0.733464723,4
"ENSG00000115816.8","CEBPZ","protein_coding",0.11357651,0.1579059,0.72851759,4
"ENSG00000115825.5","PRKD3","protein_coding",0.101143629,0.165313173,0.733543198,10
"ENSG00000115827.8","DCAF17","protein_coding",0.095340976,0.107902599,0.796756425,12
"ENSG00000115828.11","QPCT","protein_coding",0.074886099,0.12646576,0.798648141,7
"ENSG00000115839.12","RAB3GAP1","protein_coding",0.104038317,0.154398494,0.741563189,7
"ENSG00000115840.9","SLC25A12","protein_coding",0.091080682,0.192814571,0.716104747,11
"ENSG00000115866.6","DARS","protein_coding",0.10769411,0.094103881,0.798202008,12
"ENSG00000115875.14","SRSF7","protein_coding",0.08941958,0.174479833,0.736100587,12
"ENSG00000115896.11","PLCL1","protein_coding",0.102560003,0.15614317,0.741296827,5
"ENSG00000115902.5","SLC1A4","protein_coding",0.089016236,0.208715573,0.702268191,6
"ENSG00000115904.7","SOS1","protein_coding",0.10500526,0.125989845,0.769004896,11
"ENSG00000115935.11","WIPF1","protein_coding",0.089249172,0.203168214,0.707582614,18
"ENSG00000115942.4","ORC2","protein_coding",0.084870558,0.10360583,0.811523612,7
"ENSG00000115944.9","COX7A2L","protein_coding",0.169151349,0.1694726,0.661376051,6
"ENSG00000115946.3","PNO1","protein_coding",0.079160218,0.105219685,0.815620097,3
"ENSG00000115947.8","ORC4","protein_coding",0.104038977,0.095561213,0.80039981,18
"ENSG00000115956.9","PLEK","protein_coding",0.10826818,0.088133152,0.803598668,2
"ENSG00000115966.11","ATF2","protein_coding",0.087404608,0.117137817,0.795457575,24
"ENSG00000115970.12","THADA","protein_coding",0.090473178,0.088244814,0.821282008,22
"ENSG00000115977.13","AAK1","protein_coding",0.10106845,0.118107758,0.780823792,10
"ENSG00000115993.6","TRAK2","protein_coding",0.099691011,0.217444886,0.682864104,6
"ENSG00000115998.3","C2orf42","protein_coding",0.096661116,0.070080489,0.833258395,14
"ENSG00000116001.10","TIA1","protein_coding",0.102906936,0.088246001,0.808847063,21
"ENSG00000116005.7","PCYOX1","protein_coding",0.078076322,0.192570388,0.72935329,8
"ENSG00000116016.9","EPAS1","protein_coding",0.089349228,0.269216606,0.641434167,10
"ENSG00000116030.12","SUMO1","protein_coding",0.13466077,0.147451692,0.717887538,10
"ENSG00000116044.10","NFE2L2","protein_coding",0.105219051,0.198106095,0.696674854,12
"ENSG00000116062.7","MSH6","protein_coding",0.11496998,0.076098501,0.808931519,12
"ENSG00000116095.5","PLEKHA3","protein_coding",0.100026395,0.114731418,0.785242188,4
"ENSG00000116096.5","SPR","protein_coding",0.101928897,0.056448043,0.84162306,2
"ENSG00000116106.7","EPHA4","protein_coding",0.093519943,0.184590962,0.721889095,15
"ENSG00000116120.8","FARSB","protein_coding",0.170066838,0.049769912,0.780163251,2
"ENSG00000116127.13","ALMS1","protein_coding",0.098959078,0.166072385,0.734968537,8
"ENSG00000116128.5","BCL9","protein_coding",0.097587347,0.079289881,0.823122773,3
"ENSG00000116133.6","DHCR24","protein_coding",0.112525577,0.144567111,0.742907312,5
"ENSG00000116138.7","DNAJC16","protein_coding",0.090976422,0.111311345,0.797712233,10
"ENSG00000116151.8","MORN1","protein_coding",0.087913661,0.113386151,0.798700188,8
"ENSG00000116157.5","GPX7","protein_coding",0.05910658,0.184590948,0.756302471,2
"ENSG00000116161.12","CACYBP","protein_coding",0.120943109,0.116986682,0.762070209,10
"ENSG00000116171.11","SCP2","protein_coding",0.105066576,0.159049442,0.735883982,16
"ENSG00000116191.11","RALGPS2","protein_coding",0.093091769,0.116060408,0.790847823,10
"ENSG00000116198.8","CEP104","protein_coding",0.096291298,0.071032392,0.83267631,11
"ENSG00000116199.7","FAM20B","protein_coding",0.104722981,0.066944094,0.828332925,2
"ENSG00000116205.6","TCEANC2","protein_coding",0.099266922,0.118244278,0.782488801,3
"ENSG00000116209.6","TMEM59","protein_coding",0.100968988,0.196527437,0.702503575,10
"ENSG00000116212.10","LRRC42","protein_coding",0.093217784,0.113693212,0.793089004,5
"ENSG00000116213.10","WRAP73","protein_coding",0.109340053,0.098609484,0.792050463,10
"ENSG00000116221.9","MRPL37","protein_coding",0.100972631,0.064761911,0.834265458,6
"ENSG00000116237.9","ICMT","protein_coding",0.072727092,0.120103523,0.807169384,7
"ENSG00000116251.5","RPL22","protein_coding",0.132969326,0.143144628,0.723886046,8
"ENSG00000116254.11","CHD5","protein_coding",0.097133531,0.107853012,0.795013457,10
"ENSG00000116260.12","QSOX1","protein_coding",0.10860107,0.247801957,0.643596973,4
"ENSG00000116266.6","STXBP3","protein_coding",0.092812585,0.104585774,0.802601641,7
"ENSG00000116273.5","PHF13","protein_coding",0.12133277,0.076304332,0.802362898,2
"ENSG00000116285.8","ERRFI1","protein_coding",0.080049369,0.106839098,0.813111533,5
"ENSG00000116288.8","PARK7","protein_coding",0.118144339,0.124971072,0.756884589,10
"ENSG00000116337.11","AMPD2","protein_coding",0.09484464,0.125777779,0.779377581,26
"ENSG00000116350.9","SRSF4","protein_coding",0.121855622,0.133623626,0.744520752,8
"ENSG00000116353.8","MECR","protein_coding",0.099443914,0.080421197,0.820134889,20
"ENSG00000116396.9","KCNC4","protein_coding",0.098752951,0.086802899,0.81444415,7
"ENSG00000116406.13","EDEM3","protein_coding",0.127075038,0.075793203,0.79713176,6
"ENSG00000116455.9","WDR77","protein_coding",0.081453507,0.137340351,0.781206142,5
"ENSG00000116459.6","ATP5F1","protein_coding",0.110798265,0.110515466,0.778686269,6
"ENSG00000116473.10","RAP1A","protein_coding",0.138952981,0.156431115,0.704615903,6
"ENSG00000116478.7","HDAC1","protein_coding",0.088471179,0.119298144,0.792230676,11
"ENSG00000116489.8","CAPZA1","protein_coding",0.107657288,0.175418652,0.716924059,6
"ENSG00000116497.13","S100PBP","protein_coding",0.119246639,0.089316396,0.791436965,17
"ENSG00000116514.11","RNF19B","protein_coding",0.132577349,0.064545323,0.802877329,4
"ENSG00000116521.6","SCAMP3","protein_coding",0.104676691,0.116702471,0.778620838,9
"ENSG00000116525.7","TRIM62","protein_coding",0.095009902,0.070927535,0.834062562,7
"ENSG00000116539.6","ASH1L","protein_coding",0.105650863,0.146203376,0.748145761,7
"ENSG00000116560.6","SFPQ","protein_coding",0.113054477,0.313483059,0.573462463,10
"ENSG00000116574.4","RHOU","protein_coding",0.172448484,0.196557973,0.630993543,3
"ENSG00000116580.12","GON4L","protein_coding",0.113790455,0.076302216,0.809907329,25
"ENSG00000116584.10","ARHGEF2","protein_coding",0.090766074,0.170825795,0.738408132,19
"ENSG00000116586.7","LAMTOR2","protein_coding",0.117559427,0.125525394,0.75691518,6
"ENSG00000116604.11","MEF2D","protein_coding",0.081970189,0.255872548,0.662157263,11
"ENSG00000116649.4","SRM","protein_coding",0.116486678,0.160081366,0.723431956,7
"ENSG00000116661.8","FBXO2","protein_coding",0.066724327,0.149310125,0.783965548,6
"ENSG00000116663.6","FBXO6","protein_coding",0.104156494,0.084955268,0.810888238,3
"ENSG00000116667.7","C1orf21","protein_coding",0.072343967,0.433572154,0.494083879,4
"ENSG00000116668.8","SWT1","protein_coding",0.117733265,0.079236154,0.80303058,3
"ENSG00000116670.9","MAD2L2","protein_coding",0.109020713,0.046855265,0.844124022,9
"ENSG00000116675.10","DNAJC6","protein_coding",0.089981108,0.140457623,0.769561269,8
"ENSG00000116678.14","LEPR","protein_coding",0.087750509,0.149323644,0.762925847,8
"ENSG00000116679.11","IVNS1ABP","protein_coding",0.108571646,0.193619062,0.697809292,10
"ENSG00000116685.11","KIAA2013","protein_coding",0.127604135,0.279392209,0.593003656,2
"ENSG00000116688.10","MFN2","protein_coding",0.092486466,0.160966237,0.746547297,8
"ENSG00000116690.7","PRG4","protein_coding",0.079626404,0.183249649,0.737123947,7
"ENSG00000116691.6","MIIP","protein_coding",0.096206467,0.106819069,0.796974464,8
"ENSG00000116698.16","SMG7","protein_coding",0.089973298,0.196768055,0.713258648,16
"ENSG00000116701.9","NCF2","protein_coding",0.101248821,0.155466581,0.743284598,8
"ENSG00000116704.6","SLC35D1","protein_coding",0.102373639,0.060577184,0.837049177,2
"ENSG00000116711.7","PLA2G4A","protein_coding",0.106227173,0.094656143,0.799116684,4
"ENSG00000116717.7","GADD45A","protein_coding",0.102519156,0.051817784,0.84566306,4
"ENSG00000116729.9","WLS","protein_coding",0.094523396,0.118834426,0.786642178,15
"ENSG00000116731.15","PRDM2","protein_coding",0.092092071,0.125059571,0.782848358,16
"ENSG00000116741.6","RGS2","protein_coding",0.093678878,0.192477323,0.713843799,4
"ENSG00000116747.8","TROVE2","protein_coding",0.094603208,0.095356162,0.810040631,13
"ENSG00000116750.7","UCHL5","protein_coding",0.102262506,0.08291758,0.814819914,16
"ENSG00000116752.5","BCAS2","protein_coding",0.147723559,0.137338756,0.714937686,2
"ENSG00000116754.9","SRSF11","protein_coding",0.116422952,0.145920629,0.737656419,19
"ENSG00000116761.7","CTH","protein_coding",0.091979321,0.152483562,0.755537117,5
"ENSG00000116774.7","OLFML3","protein_coding",0.089917759,0.176614597,0.733467644,4
"ENSG00000116786.7","PLEKHM2","protein_coding",0.066442789,0.332828327,0.600728884,4
"ENSG00000116791.9","CRYZ","protein_coding",0.080481349,0.19685173,0.722666921,7
"ENSG00000116793.10","PHTF1","protein_coding",0.112149834,0.091384973,0.796465193,15
"ENSG00000116809.6","ZBTB17","protein_coding",0.094440677,0.091158922,0.8144004,19
"ENSG00000116815.11","CD58","protein_coding",0.122108645,0.07966675,0.798224606,5
"ENSG00000116830.5","TTF2","protein_coding",0.125072247,0.092338375,0.782589378,8
"ENSG00000116852.8","KIF21B","protein_coding",0.078653907,0.281390173,0.63995592,7
"ENSG00000116857.11","TMEM9","protein_coding",0.094127551,0.148118165,0.757754284,12
"ENSG00000116863.8","ADPRHL2","protein_coding",0.107763005,0.074515327,0.817721668,4
"ENSG00000116871.10","MAP7D1","protein_coding",0.102451975,0.067575156,0.829972868,14
"ENSG00000116874.7","WARS2","protein_coding",0.083584996,0.082737448,0.833677556,6
"ENSG00000116898.7","MRPS15","protein_coding",0.110934204,0.225456561,0.663609236,4
"ENSG00000116903.6","EXOC8","protein_coding",0.096605063,0.063363257,0.84003168,2
"ENSG00000116906.7","GNPAT","protein_coding",0.098019538,0.202601619,0.699378842,6
"ENSG00000116918.8","TSNAX","protein_coding",0.101426671,0.112368128,0.786205201,4
"ENSG00000116922.9","C1orf109","protein_coding",0.09145274,0.094116744,0.814430516,12
"ENSG00000116954.7","RRAGC","protein_coding",0.080795614,0.140841785,0.7783626,4
"ENSG00000116957.8","TBCE","protein_coding",0.094726545,0.071777051,0.833496404,7
"ENSG00000116962.10","NID1","protein_coding",0.07396705,0.271024703,0.655008247,2
"ENSG00000116977.13","LGALS8","protein_coding",0.11644101,0.095399001,0.788159989,29
"ENSG00000116984.7","MTR","protein_coding",0.10360684,0.151824323,0.744568836,7
"ENSG00000116985.6","BMP8B","protein_coding",0.06995943,0.153035794,0.777004776,2
"ENSG00000116991.6","SIPA1L2","protein_coding",0.104806642,0.153258193,0.741935166,6
"ENSG00000117000.6","RLF","protein_coding",0.099708438,0.146979611,0.75331195,3
"ENSG00000117009.7","KMO","protein_coding",0.067641972,0.271026438,0.66133159,10
"ENSG00000117013.10","KCNQ4","protein_coding",0.061766386,0.252066385,0.686167229,4
"ENSG00000117016.5","RIMS3","protein_coding",0.059677448,0.234331738,0.705990814,2
"ENSG00000117020.12","AKT3","protein_coding",0.095959985,0.177582703,0.726457313,10
"ENSG00000117036.7","ETV3","protein_coding",0.074387783,0.187244402,0.738367815,3
"ENSG00000117054.8","ACADM","protein_coding",0.084363142,0.167092722,0.748544136,19
"ENSG00000117091.5","CD48","protein_coding",0.115189961,0.103818088,0.780991951,2
"ENSG00000117114.14","LPHN2","protein_coding",0.08597314,0.232755931,0.681270928,24
"ENSG00000117115.8","PADI2","protein_coding",0.084888852,0.264959209,0.650151939,5
"ENSG00000117118.5","SDHB","protein_coding",0.143231715,0.093674515,0.76309377,8
"ENSG00000117133.6","RPF1","protein_coding",0.127976472,0.06762222,0.804401308,2
"ENSG00000117139.10","KDM5B","protein_coding",0.11537897,0.099558553,0.785062478,11
"ENSG00000117143.8","UAP1","protein_coding",0.093387234,0.146200371,0.760412395,8
"ENSG00000117151.7","CTBS","protein_coding",0.098746241,0.045687861,0.855565898,4
"ENSG00000117153.11","KLHL12","protein_coding",0.084437976,0.192309649,0.723252375,4
"ENSG00000117155.10","SSX2IP","protein_coding",0.097924099,0.097514834,0.804561067,10
"ENSG00000117174.6","ZNHIT6","protein_coding",0.08676239,0.157457092,0.755780518,2
"ENSG00000117222.9","RBBP5","protein_coding",0.067845977,0.100224913,0.831929111,3
"ENSG00000117226.7","GBP3","protein_coding",0.119974471,0.077233698,0.802791831,11
"ENSG00000117228.8","GBP1","protein_coding",0.093115453,0.141012956,0.765871592,9
"ENSG00000117262.14","GPR89A","protein_coding",0.094810001,0.080584536,0.824605463,14
"ENSG00000117266.10","CDK18","protein_coding",0.094430677,0.135898065,0.769671258,25
"ENSG00000117280.8","RAB7L1","protein_coding",0.096872413,0.069452393,0.833675194,9
"ENSG00000117281.10","CD160","protein_coding",0.081042798,0.249355505,0.669601697,4
"ENSG00000117289.7","TXNIP","protein_coding",0.083611628,0.44249099,0.473897382,5
"ENSG00000117298.10","ECE1","protein_coding",0.107938419,0.127697611,0.76436397,13
"ENSG00000117305.8","HMGCL","protein_coding",0.088401844,0.175132221,0.736465935,12
"ENSG00000117308.9","GALE","protein_coding",0.118322583,0.062431435,0.819245982,16
"ENSG00000117318.8","ID3","protein_coding",0.209542402,0.095337391,0.695120208,3
"ENSG00000117335.13","CD46","protein_coding",0.103005667,0.228909284,0.668085049,20
"ENSG00000117360.8","PRPF3","protein_coding",0.105285784,0.136047501,0.758666715,9
"ENSG00000117362.8","APH1A","protein_coding",0.120383455,0.194727641,0.684888904,9
"ENSG00000117385.10","LEPRE1","protein_coding",0.09152673,0.079982034,0.828491236,15
"ENSG00000117394.12","SLC2A1","protein_coding",0.080109351,0.16207523,0.757815419,8
"ENSG00000117395.5","EBNA1BP2","protein_coding",0.129973978,0.141523807,0.728502215,9
"ENSG00000117408.5","IPO13","protein_coding",0.096130508,0.153171681,0.75069781,8
"ENSG00000117410.8","ATP6V0B","protein_coding",0.102171189,0.128616653,0.769212158,14
"ENSG00000117411.12","B4GALT2","protein_coding",0.085576014,0.109642645,0.80478134,8
"ENSG00000117419.9","ERI3","protein_coding",0.095911506,0.089913675,0.814174819,12
"ENSG00000117425.9","PTCH2","protein_coding",0.072859991,0.088244773,0.838895236,3
"ENSG00000117448.9","AKR1A1","protein_coding",0.100968389,0.110652493,0.788379118,13
"ENSG00000117450.9","PRDX1","protein_coding",0.113285424,0.217630911,0.669083665,6
"ENSG00000117461.10","PIK3R3","protein_coding",0.092249432,0.101372122,0.806378447,10
"ENSG00000117475.9","BLZF1","protein_coding",0.123382441,0.130618293,0.745999266,5
"ENSG00000117479.7","SLC19A2","protein_coding",0.125309097,0.13320153,0.741489373,3
"ENSG00000117480.10","FAAH","protein_coding",0.11102525,0.084516278,0.804458472,7
"ENSG00000117481.5","NSUN4","protein_coding",0.097919101,0.082361989,0.81971891,12
"ENSG00000117500.7","TMED5","protein_coding",0.084689009,0.125514028,0.789796963,6
"ENSG00000117505.7","DR1","protein_coding",0.110824262,0.270221284,0.618954454,3
"ENSG00000117519.11","CNN3","protein_coding",0.123317684,0.117004164,0.759678153,8
"ENSG00000117523.10","PRRC2C","protein_coding",0.102967968,0.075778026,0.821254006,16
"ENSG00000117525.9","F3","protein_coding",0.093749764,0.134003651,0.772246585,4
"ENSG00000117528.7","ABCD3","protein_coding",0.105349677,0.156278107,0.738372215,9
"ENSG00000117533.10","VAMP4","protein_coding",0.094272864,0.109387133,0.796340003,5
"ENSG00000117543.13","DPH5","protein_coding",0.098838136,0.056358856,0.844803008,18
"ENSG00000117569.12","PTBP2","protein_coding",0.104594207,0.110958748,0.784447045,15
"ENSG00000117592.8","PRDX6","protein_coding",0.060397071,0.651290975,0.288311954,3
"ENSG00000117593.8","DARS2","protein_coding",0.110126752,0.091287837,0.798585411,4
"ENSG00000117595.6","IRF6","protein_coding",0.077330091,0.095652875,0.827017034,4
"ENSG00000117597.12","DIEXF","protein_coding",0.082748449,0.078170466,0.839081086,2
"ENSG00000117602.6","RCAN3","protein_coding",0.077976207,0.080012927,0.842010866,7
"ENSG00000117614.5","SYF2","protein_coding",0.116176382,0.087277681,0.796545937,4
"ENSG00000117616.12","C1orf63","protein_coding",0.115002269,0.135203223,0.749794508,24
"ENSG00000117620.7","SLC35A3","protein_coding",0.103017269,0.090374228,0.806608504,9
"ENSG00000117625.9","RCOR3","protein_coding",0.103650218,0.206365706,0.689984076,16
"ENSG00000117632.16","STMN1","protein_coding",0.110410642,0.238908906,0.650680451,9
"ENSG00000117640.13","FAM54B","protein_coding",0.09703554,0.094320926,0.808643534,23
"ENSG00000117643.9","MAN1C1","protein_coding",0.077922517,0.108950393,0.813127089,8
"ENSG00000117676.7","RPS6KA1","protein_coding",0.086907816,0.158987768,0.754104416,22
"ENSG00000117682.10","DHDDS","protein_coding",0.093931551,0.085252494,0.820815955,28
"ENSG00000117691.5","NENF","protein_coding",0.143780505,0.125979985,0.73023951,4
"ENSG00000117697.10","NSL1","protein_coding",0.09372615,0.079324264,0.826949586,7
"ENSG00000117713.13","ARID1A","protein_coding",0.113634086,0.090607972,0.795757943,9
"ENSG00000117724.7","CENPF","protein_coding",0.089130096,0.129554895,0.781315009,6
"ENSG00000117748.5","RPA2","protein_coding",0.109361449,0.107461146,0.783177406,5
"ENSG00000117751.12","PPP1R8","protein_coding",0.08950306,0.075928632,0.834568308,7
"ENSG00000117758.8","STX12","protein_coding",0.097872637,0.142340378,0.759786986,5
"ENSG00000117791.11","2-Mar","protein_coding",0.095286412,0.148177022,0.756536565,6
"ENSG00000117859.14","OSBPL9","protein_coding",0.094779235,0.136697719,0.768523046,30
"ENSG00000117862.6","TXNDC12","protein_coding",0.110479753,0.094267565,0.795252682,4
"ENSG00000117868.9","ESYT2","protein_coding",0.092245297,0.226378888,0.681375815,9
"ENSG00000117899.6","MESDC2","protein_coding",0.08577557,0.148772869,0.765451561,6
"ENSG00000117906.9","RCN2","protein_coding",0.093328542,0.2455583,0.661113158,6
"ENSG00000117984.8","CTSD","protein_coding",0.100804792,0.207979065,0.691216143,6
"ENSG00000118007.8","STAG1","protein_coding",0.112886101,0.100328865,0.786785034,10
"ENSG00000118046.8","STK11","protein_coding",0.078967921,0.168076848,0.752955231,2
"ENSG00000118058.14","MLL","protein_coding",0.091291002,0.102697227,0.806011771,18
"ENSG00000118094.6","TREH","protein_coding",0.088206263,0.090414656,0.821379081,8
"ENSG00000118096.3","IFT46","protein_coding",0.113450028,0.096639284,0.789910688,12
"ENSG00000118162.8","KPTN","protein_coding",0.085016651,0.044455432,0.870527917,2
"ENSG00000118181.5","RPS25","protein_coding",0.120733069,0.077216376,0.802050555,7
"ENSG00000118197.8","DDX59","protein_coding",0.110699647,0.107420867,0.781879486,10
"ENSG00000118200.10","CAMSAP2","protein_coding",0.094092619,0.203410241,0.70249714,6
"ENSG00000118217.5","ATF6","protein_coding",0.09063004,0.136871331,0.772498629,2
"ENSG00000118242.9","MREG","protein_coding",0.094424734,0.059534879,0.846040386,6
"ENSG00000118246.9","FASTKD2","protein_coding",0.084608934,0.122365829,0.793025236,6
"ENSG00000118260.8","CREB1","protein_coding",0.098351831,0.067370092,0.834278077,19
"ENSG00000118263.10","KLF7","protein_coding",0.112027623,0.098728114,0.789244263,10
"ENSG00000118276.6","B4GALT6","protein_coding",0.088801399,0.145810145,0.765388455,3
"ENSG00000118292.4","C1orf54","protein_coding",0.056226967,0.446580298,0.497192736,3
"ENSG00000118308.10","LRMP","protein_coding",0.10450764,0.082468399,0.813023961,20
"ENSG00000118363.7","SPCS2","protein_coding",0.111920364,0.07974479,0.808334846,8
"ENSG00000118369.8","USP35","protein_coding",0.092871096,0.08926498,0.817863923,8
"ENSG00000118418.10","HMGN3","protein_coding",0.083526454,0.173066654,0.743406892,2
"ENSG00000118420.12","UBE3D","protein_coding",0.093535884,0.071095316,0.835368801,8
"ENSG00000118432.11","CNR1","protein_coding",0.078282831,0.171380941,0.750336229,10
"ENSG00000118454.8","ANKRD13C","protein_coding",0.090243626,0.178291382,0.731464992,5
"ENSG00000118473.14","SGIP1","protein_coding",0.106482614,0.129451909,0.764065477,18
"ENSG00000118482.7","PHF3","protein_coding",0.086493524,0.110979457,0.80252702,12
"ENSG00000118495.12","PLAGL1","protein_coding",0.092313186,0.104706638,0.802980176,13
"ENSG00000118503.9","TNFAIP3","protein_coding",0.106341781,0.061250156,0.832408063,10
"ENSG00000118507.11","AKAP7","protein_coding",0.095197617,0.135351701,0.769450682,11
"ENSG00000118514.9","ALDH8A1","protein_coding",0.095168921,0.101496862,0.803334217,6
"ENSG00000118515.7","SGK1","protein_coding",0.098872816,0.100321588,0.800805596,30
"ENSG00000118518.10","RNF146","protein_coding",0.110421888,0.110819885,0.778758227,8
"ENSG00000118557.11","PMFBP1","protein_coding",0.087862064,0.096020842,0.816117094,11
"ENSG00000118564.10","FBXL5","protein_coding",0.120910987,0.113434253,0.76565476,14
"ENSG00000118579.6","MED28","protein_coding",0.155828173,0.136190158,0.707981669,3
"ENSG00000118600.6","TMEM5","protein_coding",0.099340873,0.13341811,0.767241017,8
"ENSG00000118640.6","VAMP8","protein_coding",0.069056066,0.448851931,0.482092003,3
"ENSG00000118655.4","DCLRE1B","protein_coding",0.079749418,0.065712182,0.854538401,2
"ENSG00000118680.7","MYL12B","protein_coding",0.10929328,0.209730021,0.680976699,2
"ENSG00000118689.9","FOXO3","protein_coding",0.123136279,0.072200835,0.804662886,4
"ENSG00000118690.8","ARMC2","protein_coding",0.108562162,0.097922676,0.793515162,5
"ENSG00000118705.11","RPN2","protein_coding",0.08620079,0.222405725,0.691393485,11
"ENSG00000118707.4","TGIF2","protein_coding",0.117817002,0.079959153,0.802223845,7
"ENSG00000118762.3","PKD2","protein_coding",0.099592063,0.100546978,0.799860958,7
"ENSG00000118785.8","SPP1","protein_coding",0.092441583,0.088879982,0.818678435,12
"ENSG00000118816.5","CCNI","protein_coding",0.082662684,0.179072878,0.738264438,10
"ENSG00000118855.12","MFSD1","protein_coding",0.104113085,0.092638042,0.803248874,20
"ENSG00000118873.10","RAB3GAP2","protein_coding",0.101670123,0.106039697,0.79229018,11
"ENSG00000118894.9","FAM86A","protein_coding",0.091542257,0.233777507,0.674680235,2
"ENSG00000118900.9","UBN1","protein_coding",0.092623893,0.221676635,0.685699473,3
"ENSG00000118922.11","KLF12","protein_coding",0.098830428,0.150099561,0.75107001,4
"ENSG00000118939.10","UCHL3","protein_coding",0.091843436,0.057266827,0.850889737,4
"ENSG00000118960.8","HS1BP3","protein_coding",0.098782631,0.077318512,0.823898857,7
"ENSG00000118961.9","C2orf43","protein_coding",0.11679088,0.050846233,0.832362887,11
"ENSG00000118965.10","WDR35","protein_coding",0.090203079,0.081746665,0.828050257,7
"ENSG00000118971.3","CCND2","protein_coding",0.11441234,0.21789029,0.66769737,4
"ENSG00000118985.10","ELL2","protein_coding",0.089512053,0.127227064,0.783260883,8
"ENSG00000119004.9","CYP20A1","protein_coding",0.111233312,0.088346037,0.800420651,10
"ENSG00000119013.4","NDUFB3","protein_coding",0.112853355,0.126230824,0.760915821,4
"ENSG00000119041.6","GTF3C3","protein_coding",0.094076589,0.104346103,0.801577308,11
"ENSG00000119048.3","UBE2B","protein_coding",0.145716985,0.151065357,0.703217658,8
"ENSG00000119139.11","TJP2","protein_coding",0.064315166,0.338407101,0.597277733,9
"ENSG00000119185.8","ITGB1BP1","protein_coding",0.092945431,0.15481778,0.752236789,21
"ENSG00000119203.8","CPSF3","protein_coding",0.099952542,0.099847274,0.800200184,7
"ENSG00000119227.3","PIGZ","protein_coding",0.098663146,0.224484458,0.676852396,4
"ENSG00000119231.6","SENP5","protein_coding",0.109505506,0.160069084,0.73042541,7
"ENSG00000119242.4","CCDC92","protein_coding",0.096150247,0.146183133,0.757666621,9
"ENSG00000119280.12","C1orf198","protein_coding",0.104723761,0.211306065,0.683970175,7
"ENSG00000119285.6","HEATR1","protein_coding",0.079111703,0.150671222,0.770217076,5
"ENSG00000119314.11","PTBP3","protein_coding",0.091813623,0.100641673,0.807544704,8
"ENSG00000119318.7","RAD23B","protein_coding",0.12341183,0.133284096,0.743304074,6
"ENSG00000119321.4","FKBP15","protein_coding",0.074416613,0.322773469,0.602809918,6
"ENSG00000119326.10","CTNNAL1","protein_coding",0.086782862,0.121547333,0.791669806,6
"ENSG00000119328.7","FAM206A","protein_coding",0.089540322,0.157952918,0.752506759,4
"ENSG00000119333.7","WDR34","protein_coding",0.109071178,0.067366511,0.823562311,6
"ENSG00000119335.11","SET","protein_coding",0.148704059,0.095758302,0.755537639,12
"ENSG00000119383.15","PPP2R4","protein_coding",0.098885287,0.13298428,0.768130433,27
"ENSG00000119392.10","GLE1","protein_coding",0.082061375,0.189105174,0.72883345,4
"ENSG00000119396.6","RAB14","protein_coding",0.094559039,0.251133393,0.654307568,2
"ENSG00000119397.10","CNTRL","protein_coding",0.089669198,0.093534864,0.816795939,14
"ENSG00000119401.9","TRIM32","protein_coding",0.087693564,0.172704511,0.739601925,3
"ENSG00000119402.10","FBXW2","protein_coding",0.101514437,0.048891721,0.849593842,7
"ENSG00000119403.8","PHF19","protein_coding",0.096651076,0.092338257,0.811010666,14
"ENSG00000119408.11","NEK6","protein_coding",0.08777667,0.102943963,0.809279366,16
"ENSG00000119414.7","PPP6C","protein_coding",0.073133745,0.213392187,0.713474068,5
"ENSG00000119421.5","NDUFA8","protein_coding",0.103828221,0.075377473,0.820794306,2
"ENSG00000119431.5","HDHD3","protein_coding",0.114926539,0.256129422,0.628944039,3
"ENSG00000119446.8","RBM18","protein_coding",0.128474888,0.068876079,0.802649033,3
"ENSG00000119471.10","HSDL2","protein_coding",0.106212581,0.118785411,0.775002007,7
"ENSG00000119487.11","MAPKAP1","protein_coding",0.105446721,0.085687455,0.808865824,22
"ENSG00000119508.12","NR4A3","protein_coding",0.101411769,0.131807148,0.766781083,4
"ENSG00000119509.7","INVS","protein_coding",0.095062094,0.072249126,0.83268878,8
