"gene_id","gene_name","gene_type","Individuals","Tissue","Residual","n.isoforms"
"ENSG00000000419.7","DPM1","protein_coding",0.132939021,0.061152122,0.805908857,8
"ENSG00000000457.8","SCYL3","protein_coding",0.102236975,0.102864076,0.794898949,5
"ENSG00000000460.11","C1orf112","protein_coding",0.105959196,0.062398372,0.831642433,10
"ENSG00000000938.7","FGR","protein_coding",0.093473865,0.128493076,0.778033059,9
"ENSG00000000971.10","CFH","protein_coding",0.0934967,0.173308763,0.733194537,7
"ENSG00000001036.8","FUCA2","protein_coding",0.103954346,0.145524993,0.750520661,4
"ENSG00000001084.6","GCLC","protein_coding",0.109825869,0.072603289,0.817570842,12
"ENSG00000001167.10","NFYA","protein_coding",0.064797318,0.310199283,0.625003399,2
"ENSG00000001460.12","C1orf201","protein_coding",0.098355483,0.09467616,0.806968357,15
"ENSG00000001461.11","NIPAL3","protein_coding",0.094009813,0.167023187,0.738966999,8
"ENSG00000001497.12","LAS1L","protein_coding",0.074217474,0.180503006,0.74527952,6
"ENSG00000001561.5","ENPP4","protein_coding",0.08772836,0.125041352,0.787230288,2
"ENSG00000001617.7","SEMA3F","protein_coding",0.100461995,0.13686609,0.762671915,9
"ENSG00000001629.5","ANKIB1","protein_coding",0.091210109,0.146804116,0.761985775,7
"ENSG00000001630.10","CYP51A1","protein_coding",0.092647489,0.163158999,0.744193512,6
"ENSG00000001631.9","KRIT1","protein_coding",0.095579016,0.11431019,0.790110794,25
"ENSG00000002016.11","RAD52","protein_coding",0.117480757,0.073373692,0.809145551,23
"ENSG00000002330.8","BAD","protein_coding",0.110854632,0.054884672,0.834260696,8
"ENSG00000002549.7","LAP3","protein_coding",0.112001707,0.159180199,0.728818094,9
"ENSG00000002586.12","CD99","protein_coding",0.146246665,0.247512193,0.606241141,9
"ENSG00000002822.9","MAD1L1","protein_coding",0.089350608,0.139334104,0.771315288,25
"ENSG00000002834.11","LASP1","protein_coding",0.083885553,0.171943984,0.744170463,5
"ENSG00000002919.9","SNX11","protein_coding",0.088458056,0.110882907,0.800659036,4
"ENSG00000002933.3","TMEM176A","protein_coding",0.082359468,0.084196644,0.833443888,11
"ENSG00000003056.3","M6PR","protein_coding",0.106998947,0.139266272,0.753734781,12
"ENSG00000003147.13","ICA1","protein_coding",0.08409024,0.128917431,0.786992329,18
"ENSG00000003249.8","DBNDD1","protein_coding",0.090911973,0.077931,0.831157027,7
"ENSG00000003393.10","ALS2","protein_coding",0.097948583,0.098640905,0.803410512,13
"ENSG00000003400.10","CASP10","protein_coding",0.090731847,0.068315216,0.840952937,13
"ENSG00000003402.12","CFLAR","protein_coding",0.112369054,0.154800677,0.732830269,27
"ENSG00000003436.10","TFPI","protein_coding",0.105045166,0.085033967,0.809920867,13
"ENSG00000003509.11","C2orf56","protein_coding",0.090184598,0.067955558,0.841859845,13
"ENSG00000003756.11","RBM5","protein_coding",0.110436429,0.121685219,0.767878352,30
"ENSG00000003987.9","MTMR7","protein_coding",0.097766246,0.120158426,0.782075328,10
"ENSG00000004059.5","ARF5","protein_coding",0.141460901,0.187898183,0.670640916,7
"ENSG00000004139.8","SARM1","protein_coding",0.127718067,0.090065033,0.7822169,3
"ENSG00000004399.8","PLXND1","protein_coding",0.118105767,0.127175794,0.754718439,18
"ENSG00000004455.11","AK2","protein_coding",0.114872337,0.159676625,0.725451038,14
"ENSG00000004478.5","FKBP4","protein_coding",0.10658424,0.230665627,0.662750132,7
"ENSG00000004487.10","KDM1A","protein_coding",0.100178142,0.135248335,0.764573523,6
"ENSG00000004534.9","RBM6","protein_coding",0.096035144,0.126403494,0.777561362,22
"ENSG00000004660.10","CAMKK1","protein_coding",0.087664373,0.224840541,0.687495087,5
"ENSG00000004700.11","RECQL","protein_coding",0.10939138,0.068040891,0.822567729,8
"ENSG00000004766.11","CCDC132","protein_coding",0.10172457,0.073855935,0.824419496,23
"ENSG00000004776.5","HSPB6","protein_coding",0.085430337,0.38232212,0.532247543,2
"ENSG00000004777.10","ARHGAP33","protein_coding",0.088980717,0.163816245,0.747203037,4
"ENSG00000004779.5","NDUFAB1","protein_coding",0.110311751,0.13497612,0.754712129,5
"ENSG00000004799.6","PDK4","protein_coding",0.102575865,0.135667618,0.761756517,6
"ENSG00000004838.9","ZMYND10","protein_coding",0.08750912,0.092932132,0.819558748,9
"ENSG00000004864.8","SLC25A13","protein_coding",0.102891153,0.115059626,0.78204922,9
"ENSG00000004866.13","ST7","protein_coding",0.099652865,0.117999449,0.782347685,29
"ENSG00000004897.6","CDC27","protein_coding",0.095061872,0.082187838,0.822750289,20
"ENSG00000004961.10","HCCS","protein_coding",0.101644455,0.1564184,0.741937145,3
"ENSG00000004975.7","DVL2","protein_coding",0.099923617,0.096948952,0.803127431,15
"ENSG00000005020.8","SKAP2","protein_coding",0.078921619,0.114277062,0.806801318,10
"ENSG00000005022.5","SLC25A5","protein_coding",0.142114315,0.080349103,0.777536581,4
"ENSG00000005059.11","CCDC109B","protein_coding",0.106097498,0.113181677,0.780720824,5
"ENSG00000005075.11","POLR2J","protein_coding",0.117039297,0.09065342,0.792307282,2
"ENSG00000005100.8","DHX33","protein_coding",0.105717522,0.098831338,0.79545114,5
"ENSG00000005156.5","LIG3","protein_coding",0.092603274,0.069701186,0.83769554,4
"ENSG00000005175.5","RPAP3","protein_coding",0.09023087,0.122795783,0.786973347,7
"ENSG00000005187.7","ACSM3","protein_coding",0.085144281,0.165655509,0.749200211,15
"ENSG00000005189.14","AC004381.6","protein_coding",0.110434248,0.052229272,0.83733648,20
"ENSG00000005194.10","CIAPIN1","protein_coding",0.101549871,0.06451002,0.83394011,15
"ENSG00000005206.9","SPPL2B","protein_coding",0.060539483,0.152808058,0.786652459,2
"ENSG00000005238.13","FAM214B","protein_coding",0.095303861,0.161327685,0.743368454,7
"ENSG00000005249.6","PRKAR2B","protein_coding",0.091883053,0.140385632,0.767731315,5
"ENSG00000005302.12","MSL3","protein_coding",0.097752206,0.148872174,0.75337562,18
"ENSG00000005339.7","CREBBP","protein_coding",0.113932271,0.14136785,0.744699879,13
"ENSG00000005379.10","BZRAP1","protein_coding",0.074070948,0.242256966,0.683672086,3
"ENSG00000005436.9","GCFC2","protein_coding",0.115915271,0.096176494,0.787908235,11
"ENSG00000005448.12","WDR54","protein_coding",0.106266284,0.076146051,0.817587665,13
"ENSG00000005469.7","CROT","protein_coding",0.085473333,0.098939928,0.815586739,7
"ENSG00000005483.13","MLL5","protein_coding",0.091770846,0.100888929,0.807340225,20
"ENSG00000005486.10","RHBDD2","protein_coding",0.081432683,0.171263074,0.747304243,11
"ENSG00000005700.10","IBTK","protein_coding",0.098462356,0.116809102,0.784728542,9
"ENSG00000005801.11","ZNF195","protein_coding",0.105380855,0.08621431,0.808404835,28
"ENSG00000005810.12","MYCBP2","protein_coding",0.070428664,0.340197232,0.589374104,13
"ENSG00000005812.6","FBXL3","protein_coding",0.118216201,0.104897984,0.776885815,6
"ENSG00000005844.12","ITGAL","protein_coding",0.084661967,0.133214227,0.782123806,20
"ENSG00000005882.6","PDK2","protein_coding",0.084968102,0.234088575,0.680943323,15
"ENSG00000005884.12","ITGA3","protein_coding",0.096651488,0.188862633,0.714485878,18
"ENSG00000005889.10","ZFX","protein_coding",0.09525755,0.085098676,0.819643775,15
"ENSG00000005893.11","LAMP2","protein_coding",0.077783744,0.353067088,0.569149168,6
"ENSG00000005955.7","GGNBP2","protein_coding",0.132842366,0.211622118,0.655535516,5
"ENSG00000006007.7","GDE1","protein_coding",0.109623717,0.274651137,0.615725146,5
"ENSG00000006015.12","C19orf60","protein_coding",0.08590716,0.193313507,0.720779333,2
"ENSG00000006025.6","OSBPL7","protein_coding",0.080578447,0.151859274,0.767562278,2
"ENSG00000006042.5","TMEM98","protein_coding",0.09255653,0.26982139,0.63762208,4
"ENSG00000006062.8","MAP3K14","protein_coding",0.095294848,0.16445079,0.740254362,2
"ENSG00000006114.10","SYNRG","protein_coding",0.082935142,0.134107231,0.782957627,10
"ENSG00000006118.10","TMEM132A","protein_coding",0.098963424,0.103586429,0.797450147,15
"ENSG00000006125.11","AP2B1","protein_coding",0.076735495,0.255910643,0.667353862,5
"ENSG00000006194.6","ZNF263","protein_coding",0.105288791,0.159669933,0.735041276,10
"ENSG00000006210.6","CX3CL1","protein_coding",0.114944878,0.106637771,0.778417351,4
"ENSG00000006282.13","SPATA20","protein_coding",0.10643447,0.107766143,0.785799387,27
"ENSG00000006327.9","TNFRSF12A","protein_coding",0.103225176,0.156894191,0.739880633,7
"ENSG00000006432.10","MAP3K9","protein_coding",0.082837789,0.139773965,0.777388247,7
"ENSG00000006451.3","RALA","protein_coding",0.096076333,0.167875667,0.736048,5
"ENSG00000006453.9","BAIAP2L1","protein_coding",0.114142067,0.138383778,0.747474155,5
"ENSG00000006459.6","JHDM1D","protein_coding",0.113320011,0.190371815,0.696308174,4
"ENSG00000006468.9","ETV1","protein_coding",0.103252322,0.10976579,0.786981887,24
"ENSG00000006530.10","AGK","protein_coding",0.097427424,0.094928192,0.807644384,12
"ENSG00000006576.11","PHTF2","protein_coding",0.100528453,0.142112772,0.757358775,13
"ENSG00000006607.8","FARP2","protein_coding",0.090494982,0.102058027,0.807446991,23
"ENSG00000006625.11","GGCT","protein_coding",0.108224399,0.108066892,0.783708709,9
"ENSG00000006634.3","DBF4","protein_coding",0.100967049,0.066086831,0.83294612,8
"ENSG00000006638.6","TBXA2R","protein_coding",0.124789527,0.066678273,0.808532201,2
"ENSG00000006652.8","IFRD1","protein_coding",0.104566743,0.137810421,0.757622836,17
"ENSG00000006695.5","COX10","protein_coding",0.10444125,0.120205198,0.775353552,4
"ENSG00000006704.6","GTF2IRD1","protein_coding",0.105479847,0.11065577,0.783864384,7
"ENSG00000006712.9","PAF1","protein_coding",0.107782016,0.08148009,0.810737894,3
"ENSG00000006715.11","VPS41","protein_coding",0.092724696,0.120304422,0.786970882,14
"ENSG00000006744.10","ELAC2","protein_coding",0.093207058,0.082811725,0.823981217,12
"ENSG00000006756.11","ARSD","protein_coding",0.098278481,0.15763431,0.744087209,7
"ENSG00000006757.7","PNPLA4","protein_coding",0.091637894,0.149047628,0.759314477,4
"ENSG00000006831.9","ADIPOR2","protein_coding",0.099308973,0.044375707,0.85631532,7
"ENSG00000007047.8","MARK4","protein_coding",0.09677254,0.137329754,0.765897706,4
"ENSG00000007168.6","PAFAH1B1","protein_coding",0.109855781,0.254452759,0.63569146,13
"ENSG00000007202.7","KIAA0100","protein_coding",0.093280649,0.092828001,0.81389135,4
"ENSG00000007237.10","GAS7","protein_coding",0.08180617,0.25479633,0.6633975,8
"ENSG00000007312.7","CD79B","protein_coding",0.063721747,0.207474474,0.728803779,5
"ENSG00000007341.12","ST7L","protein_coding",0.096528562,0.082454494,0.821016945,34
"ENSG00000007376.3","RPUSD1","protein_coding",0.085238325,0.093372967,0.821388708,10
"ENSG00000007392.12","LUC7L","protein_coding",0.100586793,0.173325931,0.726087276,20
"ENSG00000007402.7","CACNA2D2","protein_coding",0.090352546,0.155088964,0.754558491,10
"ENSG00000007516.8","BAIAP3","protein_coding",0.094917721,0.077803934,0.827278345,17
"ENSG00000007520.3","C16orf42","protein_coding",0.120640687,0.131527469,0.747831844,2
"ENSG00000007541.10","PIGQ","protein_coding",0.104726592,0.106327636,0.788945772,16
"ENSG00000007545.10","CRAMP1L","protein_coding",0.091556225,0.102251674,0.806192102,11
"ENSG00000007866.13","TEAD3","protein_coding",0.069507362,0.301936467,0.62855617,4
"ENSG00000007923.11","DNAJC11","protein_coding",0.116134793,0.090233847,0.793631361,14
"ENSG00000007944.10","MYLIP","protein_coding",0.108441083,0.424620148,0.466938769,2
"ENSG00000008018.7","PSMB1","protein_coding",0.12047109,0.222776402,0.656752508,3
"ENSG00000008056.8","SYN1","protein_coding",0.082653573,0.158215871,0.759130556,2
"ENSG00000008083.8","JARID2","protein_coding",0.105658404,0.083050116,0.81129148,5
"ENSG00000008128.15","CDK11A","protein_coding",0.099991102,0.080546219,0.819462679,28
"ENSG00000008130.10","NADK","protein_coding",0.098167843,0.126918423,0.774913734,19
"ENSG00000008226.15","DLEC1","protein_coding",0.074289215,0.14508657,0.780624215,8
"ENSG00000008256.11","CYTH3","protein_coding",0.110762235,0.097676735,0.79156103,11
"ENSG00000008277.10","ADAM22","protein_coding",0.099236843,0.116385704,0.784377453,12
"ENSG00000008282.3","SYPL1","protein_coding",0.090116172,0.135005223,0.774878604,6
"ENSG00000008283.10","CYB561","protein_coding",0.08616043,0.126331676,0.787507894,5
"ENSG00000008294.14","SPAG9","protein_coding",0.099212692,0.134114806,0.766672502,26
"ENSG00000008300.10","CELSR3","protein_coding",0.08675332,0.121095324,0.792151357,5
"ENSG00000008324.6","SS18L2","protein_coding",0.110792111,0.076026566,0.813181323,3
"ENSG00000008382.10","MPND","protein_coding",0.114706466,0.015250585,0.870042949,2
"ENSG00000008394.7","MGST1","protein_coding",0.100555591,0.091264307,0.808180102,19
"ENSG00000008405.6","CRY1","protein_coding",0.096541536,0.086146773,0.81731169,6
"ENSG00000008441.10","NFIX","protein_coding",0.084981362,0.185670835,0.729347803,5
"ENSG00000008513.10","ST3GAL1","protein_coding",0.094492365,0.152650013,0.752857622,16
"ENSG00000008516.11","MMP25","protein_coding",0.104434339,0.141344508,0.754221152,4
"ENSG00000008517.12","IL32","protein_coding",0.103602107,0.117788899,0.778608994,34
"ENSG00000008710.11","PKD1","protein_coding",0.103536699,0.134363272,0.762100029,43
"ENSG00000008838.11","MED24","protein_coding",0.102934551,0.126725931,0.770339518,19
"ENSG00000008853.12","RHOBTB2","protein_coding",0.10820628,0.205256786,0.686536935,8
"ENSG00000008869.6","HEATR5B","protein_coding",0.102523912,0.127883925,0.769592164,7
"ENSG00000008952.10","SEC62","protein_coding",0.113448566,0.076816118,0.809735316,12
"ENSG00000008988.5","RPS20","protein_coding",0.132625867,0.131678272,0.735695862,11
"ENSG00000009307.11","CSDE1","protein_coding",0.079597927,0.389850614,0.530551458,17
"ENSG00000009335.13","UBE3C","protein_coding",0.087790643,0.122350568,0.789858788,8
"ENSG00000009413.10","REV3L","protein_coding",0.099511986,0.114678744,0.785809271,14
"ENSG00000009780.10","FAM76A","protein_coding",0.082650838,0.121662467,0.795686695,7
"ENSG00000009790.9","TRAF3IP3","protein_coding",0.097873933,0.105502096,0.796623971,19
"ENSG00000009830.6","POMT2","protein_coding",0.097001316,0.087861293,0.815137391,22
"ENSG00000009844.9","VTA1","protein_coding",0.078386858,0.149050015,0.772563126,5
"ENSG00000009954.6","BAZ1B","protein_coding",0.102725563,0.089359793,0.807914644,3
"ENSG00000010017.8","RANBP9","protein_coding",0.072734618,0.139335045,0.787930337,4
"ENSG00000010072.10","C1orf124","protein_coding",0.095484051,0.112950466,0.791565483,7
"ENSG00000010165.13","METTL13","protein_coding",0.090949712,0.055586647,0.853463641,10
"ENSG00000010219.8","DYRK4","protein_coding",0.099093138,0.077195878,0.823710984,19
"ENSG00000010244.10","ZNF207","protein_coding",0.113079951,0.325180597,0.561739452,6
"ENSG00000010256.6","UQCRC1","protein_coding",0.104933833,0.104550888,0.790515278,10
"ENSG00000010270.9","STARD3NL","protein_coding",0.098550205,0.135050647,0.766399148,8
"ENSG00000010278.6","CD9","protein_coding",0.093904264,0.174275524,0.731820212,13
"ENSG00000010292.7","NCAPD2","protein_coding",0.103411942,0.082549662,0.814038396,15
"ENSG00000010295.13","IFFO1","protein_coding",0.098049439,0.08057522,0.821375341,12
"ENSG00000010318.13","PHF7","protein_coding",0.095260984,0.102256221,0.802482795,13
"ENSG00000010322.10","NISCH","protein_coding",0.10667168,0.211945623,0.681382697,16
"ENSG00000010327.6","STAB1","protein_coding",0.085017166,0.109274547,0.805708288,9
"ENSG00000010361.7","FUZ","protein_coding",0.108288023,0.073132599,0.818579378,21
"ENSG00000010404.13","IDS","protein_coding",0.071783875,0.286532779,0.641683346,11
"ENSG00000010539.7","ZNF200","protein_coding",0.104583661,0.066255504,0.829160835,10
"ENSG00000010610.5","CD4","protein_coding",0.093386027,0.11449195,0.792122023,12
"ENSG00000010626.10","LRRC23","protein_coding",0.085139556,0.100102422,0.814758022,14
"ENSG00000010671.10","BTK","protein_coding",0.096048152,0.139127017,0.764824831,15
"ENSG00000010704.13","HFE","protein_coding",0.097922057,0.074869441,0.827208502,16
"ENSG00000010803.12","SCMH1","protein_coding",0.088189291,0.126444571,0.785366138,17
"ENSG00000010810.11","FYN","protein_coding",0.096344146,0.163885938,0.739769915,32
"ENSG00000010818.4","HIVEP2","protein_coding",0.10732496,0.09780516,0.79486988,4
"ENSG00000011007.7","TCEB3","protein_coding",0.151593309,0.039035317,0.809371374,2
"ENSG00000011009.5","LYPLA2","protein_coding",0.105538222,0.063970312,0.830491466,12
"ENSG00000011021.17","CLCN6","protein_coding",0.103530045,0.109226981,0.787242973,9
"ENSG00000011028.8","MRC2","protein_coding",0.083013055,0.124168332,0.792818613,2
"ENSG00000011052.16","NME2","protein_coding",0.073941562,0.16411279,0.761945647,6
"ENSG00000011105.7","TSPAN9","protein_coding",0.093225301,0.085116436,0.821658263,7
"ENSG00000011114.10","BTBD7","protein_coding",0.10146882,0.168998332,0.729532847,9
"ENSG00000011143.11","MKS1","protein_coding",0.09271394,0.090022085,0.817263975,6
"ENSG00000011198.3","ABHD5","protein_coding",0.118365152,0.137635669,0.743999179,7
"ENSG00000011258.10","MBTD1","protein_coding",0.090460793,0.121182109,0.788357098,3
"ENSG00000011260.7","UTP18","protein_coding",0.098169426,0.036438745,0.865391829,2
"ENSG00000011275.13","RNF216","protein_coding",0.100485474,0.117027696,0.782486831,10
"ENSG00000011295.7","TTC19","protein_coding",0.09847605,0.168898571,0.73262538,11
"ENSG00000011304.10","PTBP1","protein_coding",0.089313976,0.266938469,0.643747555,4
"ENSG00000011376.5","LARS2","protein_coding",0.09975604,0.094560074,0.805683886,8
"ENSG00000011405.8","PIK3C2A","protein_coding",0.089124707,0.160157203,0.75071809,7
"ENSG00000011422.6","PLAUR","protein_coding",0.113934646,0.180039726,0.706025628,3
"ENSG00000011426.6","ANLN","protein_coding",0.091485052,0.112097952,0.796416996,13
"ENSG00000011451.8","WIZ","protein_coding",0.089675325,0.211719478,0.698605196,4
"ENSG00000011454.11","RABGAP1","protein_coding",0.088371305,0.129277792,0.782350903,13
"ENSG00000011465.12","DCN","protein_coding",0.074549561,0.29474456,0.630705879,22
"ENSG00000011478.6","QPCTL","protein_coding",0.085828067,0.323718263,0.59045367,2
"ENSG00000011485.7","PPP5C","protein_coding",0.097782086,0.093460799,0.808757115,15
"ENSG00000011523.8","CEP68","protein_coding",0.113286593,0.202437297,0.68427611,7
"ENSG00000011566.8","MAP4K3","protein_coding",0.096472855,0.102569197,0.800957948,15
"ENSG00000011600.4","TYROBP","protein_coding",0.101846108,0.099609268,0.798544625,3
"ENSG00000011638.6","TMEM159","protein_coding",0.094289721,0.114040918,0.791669362,9
"ENSG00000012048.13","BRCA1","protein_coding",0.105655448,0.0728771,0.821467452,29
"ENSG00000012061.9","ERCC1","protein_coding",0.091378596,0.249159233,0.659462171,5
"ENSG00000012174.7","MBTPS2","protein_coding",0.1078097,0.057632266,0.834558034,3
"ENSG00000012211.8","PRICKLE3","protein_coding",0.103055631,0.094554888,0.802389481,8
"ENSG00000012223.6","LTF","protein_coding",0.091100226,0.10645719,0.802442584,11
"ENSG00000012232.4","EXTL3","protein_coding",0.101932303,0.084449438,0.813618259,14
"ENSG00000012660.9","ELOVL5","protein_coding",0.097215265,0.181850791,0.720933944,8
"ENSG00000012779.5","ALOX5","protein_coding",0.091051347,0.100277478,0.808671175,7
"ENSG00000012822.9","CALCOCO1","protein_coding",0.090290563,0.09939412,0.810315317,25
"ENSG00000012963.8","UBR7","protein_coding",0.104118686,0.082743027,0.813138287,9
"ENSG00000012983.6","MAP4K5","protein_coding",0.107737091,0.125020532,0.767242377,11
"ENSG00000013016.10","EHD3","protein_coding",0.082522525,0.439801132,0.477676344,2
"ENSG00000013275.2","PSMC4","protein_coding",0.103833617,0.105188903,0.790977481,2
"ENSG00000013288.4","MAN2B2","protein_coding",0.083458989,0.209989446,0.706551565,5
"ENSG00000013306.10","SLC25A39","protein_coding",0.098724591,0.131086395,0.770189014,3
"ENSG00000013364.14","MVP","protein_coding",0.085228773,0.062976227,0.851795,19
"ENSG00000013374.10","NUB1","protein_coding",0.087935931,0.132313205,0.779750865,15
"ENSG00000013375.9","PGM3","protein_coding",0.105790421,0.077262967,0.816946612,14
"ENSG00000013441.10","CLK1","protein_coding",0.089266695,0.179341318,0.731391987,15
"ENSG00000013503.4","POLR3B","protein_coding",0.093007913,0.145591071,0.761401016,5
"ENSG00000013523.5","ANGEL1","protein_coding",0.103706502,0.110452894,0.785840604,6
"ENSG00000013561.13","RNF14","protein_coding",0.098339947,0.148674666,0.752985387,18
"ENSG00000013563.8","DNASE1L1","protein_coding",0.096869917,0.138294585,0.764835498,13
"ENSG00000013573.11","DDX11","protein_coding",0.115767103,0.070203646,0.814029251,33
"ENSG00000013583.4","HEBP1","protein_coding",0.084186401,0.059418431,0.856395168,4
"ENSG00000013588.5","GPRC5A","protein_coding",0.091135991,0.097149422,0.811714588,5
"ENSG00000013619.8","MAMLD1","protein_coding",0.089093569,0.098127591,0.812778839,9
"ENSG00000013810.13","TACC3","protein_coding",0.111132467,0.07203884,0.816828693,11
"ENSG00000014123.9","UFL1","protein_coding",0.106939548,0.040468457,0.852591995,2
"ENSG00000014138.4","POLA2","protein_coding",0.104859346,0.125901202,0.769239451,9
"ENSG00000014164.5","ZC3H3","protein_coding",0.147832718,0.232707897,0.619459385,3
"ENSG00000014216.9","CAPN1","protein_coding",0.10555213,0.092072246,0.802375623,30
"ENSG00000014641.13","MDH1","protein_coding",0.095103778,0.294177933,0.610718289,17
"ENSG00000014824.7","SLC30A9","protein_coding",0.087530452,0.075372696,0.837096853,6
"ENSG00000014914.14","MTMR11","protein_coding",0.069820936,0.257033631,0.673145433,13
"ENSG00000014919.7","COX15","protein_coding",0.095975882,0.091643461,0.812380657,4
"ENSG00000015133.13","CCDC88C","protein_coding",0.08933457,0.123299721,0.787365709,16
"ENSG00000015153.10","YAF2","protein_coding",0.100409814,0.075900965,0.823689221,21
"ENSG00000015171.13","ZMYND11","protein_coding",0.092478755,0.117454961,0.790066284,17
"ENSG00000015285.6","WAS","protein_coding",0.086181769,0.111567791,0.802250441,7
"ENSG00000015475.14","BID","protein_coding",0.085746343,0.246096935,0.668156722,10
"ENSG00000015479.12","MATR3","protein_coding",0.09459265,0.195733549,0.7096738,47
"ENSG00000015532.5","XYLT2","protein_coding",0.094621071,0.090504438,0.814874491,7
"ENSG00000015568.7","RGPD5","protein_coding",0.088917432,0.089432996,0.821649573,14
"ENSG00000015676.12","NUDCD3","protein_coding",0.107868175,0.096628854,0.795502971,11
"ENSG00000016391.5","CHDH","protein_coding",0.091510142,0.076414626,0.832075232,3
"ENSG00000016864.11","GLT8D1","protein_coding",0.108278346,0.082395153,0.809326501,18
"ENSG00000017260.13","ATP2C1","protein_coding",0.113663132,0.094705137,0.791631731,25
"ENSG00000017427.11","IGF1","protein_coding",0.090129796,0.084555019,0.825315184,7
"ENSG00000017483.10","SLC38A5","protein_coding",0.10054463,0.192401911,0.707053459,13
"ENSG00000017621.11","MAGIX","protein_coding",0.087116528,0.094015857,0.818867615,9
"ENSG00000017797.6","RALBP1","protein_coding",0.109316957,0.21743379,0.673249253,3
"ENSG00000018189.7","RUFY3","protein_coding",0.081293547,0.18208068,0.736625774,16
"ENSG00000018280.12","SLC11A1","protein_coding",0.096615123,0.129256012,0.774128865,19
"ENSG00000018408.10","WWTR1","protein_coding",0.109933229,0.172048039,0.718018732,12
"ENSG00000018510.7","AGPS","protein_coding",0.101426015,0.081388275,0.817185711,4
"ENSG00000018610.8","CXorf56","protein_coding",0.115068716,0.115025734,0.76990555,6
"ENSG00000018625.9","ATP1A2","protein_coding",0.090531121,0.218320834,0.691148045,10
"ENSG00000018699.7","TTC27","protein_coding",0.111742524,0.108651023,0.779606453,6
"ENSG00000019102.7","VSIG2","protein_coding",0.110515468,0.082045612,0.807438919,2
"ENSG00000019144.11","PHLDB1","protein_coding",0.094583582,0.18751265,0.717903768,32
"ENSG00000019169.8","MARCO","protein_coding",0.085265306,0.09448415,0.820250544,5
"ENSG00000019485.8","PRDM11","protein_coding",0.081133916,0.121741213,0.797124871,6
"ENSG00000019582.10","CD74","protein_coding",0.122560984,0.182085521,0.695353496,12
"ENSG00000019991.10","HGF","protein_coding",0.090898764,0.162793183,0.746308053,11
"ENSG00000019995.6","ZRANB1","protein_coding",0.105054012,0.12925048,0.765695508,2
"ENSG00000020129.10","NCDN","protein_coding",0.099228147,0.138888815,0.761883039,7
"ENSG00000020181.11","GPR124","protein_coding",0.103496156,0.17410325,0.722400594,6
"ENSG00000020256.14","ZFP64","protein_coding",0.09191889,0.058316121,0.849764988,14
"ENSG00000020426.6","MNAT1","protein_coding",0.10753446,0.109019185,0.783446356,9
"ENSG00000020577.9","SAMD4A","protein_coding",0.087069322,0.144789411,0.768141267,13
"ENSG00000020633.13","RUNX3","protein_coding",0.084170198,0.167155343,0.74867446,7
"ENSG00000020922.7","MRE11A","protein_coding",0.094166479,0.091542468,0.814291054,11
"ENSG00000021300.7","PLEKHB1","protein_coding",0.085653971,0.130841473,0.783504556,24
"ENSG00000021355.7","SERPINB1","protein_coding",0.128523775,0.140668758,0.730807467,7
"ENSG00000021574.7","SPAST","protein_coding",0.090894965,0.157116094,0.751988941,2
"ENSG00000021762.14","OSBPL5","protein_coding",0.111909424,0.090008191,0.798082384,21
"ENSG00000021776.6","AQR","protein_coding",0.128440685,0.189268965,0.68229035,6
"ENSG00000022267.11","FHL1","protein_coding",0.064857741,0.320093101,0.615049158,21
"ENSG00000022277.8","C20orf43","protein_coding",0.066378488,0.141687921,0.791933591,10
"ENSG00000022567.5","SLC45A4","protein_coding",0.098944202,0.140659318,0.76039648,7
"ENSG00000022840.9","RNF10","protein_coding",0.112570274,0.120639898,0.766789828,27
"ENSG00000022976.10","ZNF839","protein_coding",0.082568437,0.097840673,0.81959089,14
"ENSG00000023041.7","ZDHHC6","protein_coding",0.091489838,0.194780318,0.713729844,4
"ENSG00000023171.9","GRAMD1B","protein_coding",0.084233052,0.176672048,0.7390949,9
"ENSG00000023191.11","RNH1","protein_coding",0.110528681,0.106938975,0.782532344,25
"ENSG00000023228.8","NDUFS1","protein_coding",0.096161119,0.143578394,0.760260487,10
"ENSG00000023287.8","RB1CC1","protein_coding",0.095435099,0.079002626,0.825562275,11
"ENSG00000023330.9","ALAS1","protein_coding",0.097685214,0.114641937,0.787672849,7
"ENSG00000023445.8","BIRC3","protein_coding",0.106243774,0.081946241,0.811809986,7
"ENSG00000023572.4","GLRX2","protein_coding",0.087512659,0.158247813,0.754239528,3
"ENSG00000023697.8","DERA","protein_coding",0.110502894,0.081046705,0.8084504,10
"ENSG00000023734.6","STRAP","protein_coding",0.098773268,0.144822524,0.756404209,7
"ENSG00000023892.8","DEF6","protein_coding",0.089482285,0.077743843,0.832773872,5
"ENSG00000023902.8","PLEKHO1","protein_coding",0.103365683,0.10669427,0.789940047,9
"ENSG00000023909.5","GCLM","protein_coding",0.104243897,0.201157115,0.694598988,3
"ENSG00000024048.6","UBR2","protein_coding",0.076161197,0.236859553,0.68697925,4
"ENSG00000024422.5","EHD2","protein_coding",0.088448387,0.355608549,0.555943064,6
"ENSG00000024862.11","CCDC28A","protein_coding",0.086541068,0.088243793,0.825215139,2
"ENSG00000025039.9","RRAGD","protein_coding",0.106024557,0.220811303,0.673164139,3
"ENSG00000025156.7","HSF2","protein_coding",0.118411907,0.121695352,0.759892742,3
